Codice comparto;Indirizzo;Carraio;Fronte;Insegna;Anno inizio attivita;Mese inizio attivita;Tipologia merceologica;Descrizione ripartizione;Dettaglio ripartizione;Categoria merceologica;Prevalente;Tipologia locale;Mq tot locale;Mq tot vendita;Tipologia addensamento;Nome addensamento;Sezione censimento;Zona statistica;Numero Circoscrizione;Sezione elettorale;Cap;DO_Y;DO_X
AE;CORSO ADRIATICO 26/B;0;0;;1996;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61045;0;.;;;2665;35;2;0;10129;45.0527345776328;7.65109014494718
AE;CORSO ADRIATICO 6/D;0;0;;1995;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60786;22;.;;;2662;35;2;0;10129;45.0522650828029;7.6534721899499
AE;CORSO ADRIATICO 8;0;0;;2001;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61976;0;.;;;2662;35;2;84;10129;45.0523179247768;7.65320287895804
AE;CORSO ALCIDE DE GASPERI 18;0;0;;1986;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59291;0;.;;;1157;26;1;57;10129;45.0576769688661;7.66181582707386
AE;CORSO ALCIDE DE GASPERI 18/A;0;0;;1991;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;117998;45;.;;;1157;26;1;0;10129;45.0577424822096;7.66190019266079
AE;CORSO ALCIDE DE GASPERI 25/C;0;0;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59305;0;.;;;1164;26;1;0;10129;45.0568159602183;7.6611670608778
AE;CORSO ALCIDE DE GASPERI 26/C;0;0;;1993;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60509;0;.;N;;1163;26;1;0;10129;45.056976767718;7.6609597712852
AE;CORSO ALCIDE DE GASPERI 2/A;0;0;;1995;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60914;66;.;N;;1150;26;1;0;10129;45.0590474994727;7.66313170624123
AE;CORSO ALCIDE DE GASPERI 45/A;0;0;;2001;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62002;0;.;;;1178;26;1;0;10129;45.0551825240661;7.65918145026934
AE;CORSO ALCIDE DE GASPERI 46/G;0;0;;2011;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;115216;20;.;;;1184;26;1;0;10129;45.0548357608483;7.65835708783059
AE;CORSO ALCIDE DE GASPERI 69;1;0;;2009;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;109703;94;.;N;;1191;26;1;67;10129;45.0534068025847;7.65688472546512
AE;CORSO ALCIDE DE GASPERI 71/A;0;0;;1983;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57869;28;.;;;1191;26;1;0;10129;45.0533706694706;7.65683345223382
AE;CORSO ALESSANDRO TASSONI 29/D;0;0;;1966;3;.;Acconciatori/estetisti;Acconciatori;Nessuna;;58343;57;.;N;;1278;29;4;0;10143;45.0796653801898;7.65580256660238
AE;CORSO ALESSANDRO TASSONI 77/A;0;0;;2001;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61994;0;.;N;;2811;29;4;0;10143;45.0846328428101;7.65529033899743
AE;CORSO ALESSANDRO TASSONI 88/C;0;0;;1999;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61493;66;.;;;1134;25;4;0;10144;45.0864620255633;7.65655640805575
AE;CORSO BELGIO 118/B;0;0;;2006;10;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62437;0;.;N;;985;22;7;0;10153;45.0740685549358;7.72023779919128
AE;CORSO BELGIO 118/B;0;0;;2009;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;107427;14;.;N;;985;22;7;0;10153;45.0740685549358;7.72023779919128
AE;CORSO BELGIO 137/B;0;0;;1979;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59017;0;.;;;974;22;7;0;10153;45.0746175500123;7.72183929538592
AE;CORSO BELGIO 137/E;0;0;;2009;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;58635;44;.;N;;974;22;7;0;10153;45.074640889935;7.72197668027745
AE;CORSO BELGIO 144;1;0;;2003;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62435;0;.;;;2654;22;7;678;10153;45.0744569205099;7.72252526081964
AE;CORSO BELGIO 148/A;0;0;;1983;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59708;0;.;;;2654;22;7;0;10153;45.0745077870191;7.72282521874742
AE;CORSO BELGIO 159/H;0;0;;2002;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62283;0;.;;;2803;22;7;0;10153;45.0750416522128;7.72433587098419
AE;CORSO BELGIO 174/A;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59761;0;.;;;2656;22;7;0;10153;45.0749392681488;7.72537753205301
AE;CORSO BELGIO 174/B;0;0;;2007;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;58363;15;.;N;;2656;22;7;0;10153;45.0749461577443;7.72541814721219
AE;CORSO BELGIO 177/A;0;0;;2002;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62217;85;.;N;;975;22;7;0;10153;45.0752444860825;7.72553684384609
AE;CORSO BELGIO 26/H;0;0;;2011;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62371;34;.;;;976;22;7;0;10153;45.0720035564115;7.70806945381065
AE;CORSO BELGIO 32;1;0;;2006;9;.;Acconciatori/estetisti;Acconciatori;Nessuna;;66614;60;.;N;;976;22;7;670;10153;45.072138408341;7.70886027265672
AE;CORSO BELGIO 43;1;0;;2005;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62919;55;.;N;;969;22;7;670;10153;45.0722883141037;7.70811448764408
AE;CORSO BELGIO 43/B;0;0;;2005;12;.;Acconciatori/estetisti;Acconciatori;Nessuna;;60730;33;.;N;;969;22;7;0;10153;45.0722814556857;7.70807399007241
AE;CORSO BELGIO 49/D;0;0;;1975;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58393;15;.;;;969;22;7;0;10153;45.0724073013253;7.70881743979016
AE;CORSO BELGIO 60;0;0;;2012;7;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;122271;25;.;;;980;22;7;669;10153;45.0728820473966;7.71324284174104
AE;CORSO BELGIO 68/A;0;0;;2011;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;115921;.;.;;;983;22;7;0;10153;45.0731936436983;7.71508075936346
AE;CORSO BELGIO 78/B;0;0;;1994;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60636;0;.;;;983;22;7;0;10153;45.0733493180617;7.71599690178167
AE;CORSO BELGIO 79/A;0;0;;1985;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58195;0;.;;;972;22;7;0;10153;45.0730141105893;7.7123874429797
AE;CORSO BELGIO 85/A;0;0;;2007;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;60002;0;.;N;;972;22;7;0;10153;45.0730985058846;7.71288523264232
AE;CORSO BELGIO 90;1;0;;1979;10;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59459;45;.;N;;984;22;7;676;10153;45.0736219131406;7.7176033892885
AE;CORSO BELGIO 90/E;0;0;;1991;7;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;58884;105;.;;;984;22;7;0;10153;45.0736408451204;7.71771492692181
AE;CORSO BELGIO 97;1;0;;2011;2;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;114459;.;.;;;973;22;7;676;10153;45.0738763360649;7.71747012338499
AE;CORSO BENEDETTO CROCE 12/A;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59894;0;.;;;2728;61;9;0;10135;45.0224932447267;7.64587563818836
AE;CORSO BENEDETTO CROCE 14/D;0;0;;2009;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;106916;112;.;N;;2728;61;9;0;10135;45.0223304203246;7.64569048242182
AE;CORSO BENEDETTO CROCE 7;0;0;;2007;10;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59224;53;.;N;;2370;61;9;848;10135;45.022149040832;7.6464388935242
AE;CORSO BERNARDINO TELESIO 18/A;0;0;;2010;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;113473;.;.;;;2041;50;4;0;10146;45.0763501145637;7.62540530913095
AE;CORSO BERNARDINO TELESIO 70/F;0;0;;2003;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62551;0;.;;;3408;50;4;0;10146;45.0803915771258;7.62792061835049
AE;CORSO BOLZANO 2 bis;0;0;;2012;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;121380;42;.;;;312;08;1;40;10121;45.0684893935681;7.66448959205396
AE;CORSO BRAMANTE 45 bis;0;0;;2001;1;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61866;70;.;N;;942;20;8;767;10126;45.0435753175327;7.66888572411952
AE;CORSO BRAMANTE 59;1;0;;1999;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61479;30;.;;;944;20;8;767;10126;45.0431916198512;7.67084967106028
AE;CORSO BRAMANTE 6;0;0;;2005;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62862;32;.;;;2184;56;9;809;10134;45.0461328292518;7.66262278554115
AE;CORSO BRAMANTE 72;0;0;;1995;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60799;43;.;;;2223;57;9;825;10126;45.0426979548488;7.67032641058175
AE;CORSO BRAMANTE 88;0;0;;2008;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;105451;16;.;N;;2231;57;8;911;10126;45.0416639045577;7.67449379225569
AE;CORSO BRAMANTE 89;1;0;;2007;4;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59797;20;.;N;;947;20;8;769;10126;45.0422109162788;7.67527568177654
AE;CORSO BRESCIA 42/D;0;0;;1982;1;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;59530;0;.;;;1104;24;7;0;10152;45.0815308798551;7.69174487872339
AE;CORSO BRESCIA 73;0;0;;2010;5;.;Acconciatori/estetisti;Acconciatori;Nessuna;;107428;96;.;N;;1005;23;7;685;10152;45.0807001260749;7.69505360036249
AE;CORSO BRIANZA 19;0;0;;2009;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;107516;56;.;N;;985;22;7;678;10153;45.0734396231115;7.71897115655289
AE;CORSO BRIANZA 23;1;0;;2001;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61933;0;.;;;2808;22;7;677;10153;45.0728671181287;7.71925658706736
AE;CORSO BRIANZA 35/C;0;0;;1990;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58209;0;.;;;2809;22;7;0;10153;45.0718937889532;7.71954339189156
AE;CORSO CADORE 37 bis/C;0;0;;1993;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60392;0;.;;;2658;22;7;0;10153;45.0736818378741;7.72475075708138
AE;CORSO CAIO PLINIO 78/C;0;0;;1998;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61340;0;.;;;2374;61;10;0;10127;45.0192329216817;7.65662313221433
AE;CORSO CANONICO GIUSEPPE ALLAMANO 55/A;0;0;;2002;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62263;38;.;N;;2993;62;2;0;10136;45.0505898689347;7.62470070878279
AE;CORSO CARLO E NELLO ROSSELLI 101/C;0;0;;2001;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;99864;90;.;N;;2663;35;2;0;10129;45.0536037487556;7.65324495533959
AE;CORSO CARLO E NELLO ROSSELLI 39;0;0;;2011;11;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;118125;100;.;;;1226;27;1;71;10128;45.0516761860906;7.66169813878264
AE;CORSO CARLO E NELLO ROSSELLI 46/D;0;0;;1997;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61109;61;.;;;1225;27;1;0;10128;45.0518050612935;7.66238698772359
AE;CORSO CARLO E NELLO ROSSELLI 68;0;0;;1990;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;59110;0;.;;;3258;26;1;65;10129;45.0525743206488;7.65907625912249
AE;CORSO CARLO E NELLO ROSSELLI 91 bis int. 16;0;0;;1990;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59522;0;.;;;2662;35;2;84;10129;45.0523967845766;7.65375439052816
AE;CORSO CASALE 103/A;0;0;;1995;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60782;0;.;;;571;14;7;0;10132;45.0680513996462;7.71276660857762
AE;CORSO CASALE 112/C;0;0;;1991;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58441;43;.;;;3184;14;7;0;10132;45.0680934588977;7.71389012122447
AE;CORSO CASALE 120/A;0;0;;2008;4;.;Acconciatori/estetisti;Estetica;Nessuna;;62578;0;.;N;;575;14;7;0;10132;45.0682560890115;7.71482516656949
AE;CORSO CASALE 128/G;0;0;;1986;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58228;0;.;;;576;14;7;0;10132;45.0684151569194;7.71572749803096
AE;CORSO CASALE 188/A;0;0;;1991;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58987;0;.;;;2495;71;7;0;10132;45.0697319857463;7.72326912296796
AE;CORSO CASALE 205/P;0;0;;2000;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61633;0;.;;;2492;71;7;0;10132;45.0702690003649;7.7259519119541
AE;CORSO CASALE 225;0;0;;1979;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58846;0;.;;;2491;71;7;709;10132;45.0710511212541;7.72719050387217
AE;CORSO CASALE 26/E;0;0;;2009;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;104464;.;.;N;;524;13;8;0;10131;45.0642620799425;7.70144251682764
AE;CORSO CASALE 298 bis;1;0;;2008;12;.;Acconciatori/estetisti;Acconciatori;Nessuna;;99838;50;.;N;;2518;72;7;713;10132;45.0776935853913;7.73229062720738
AE;CORSO CASALE 314 bis/A;0;0;;1983;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59955;0;.;;;2514;72;7;0;10132;45.0793950427292;7.73192605103258
AE;CORSO CASALE 34;0;0;;1980;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60022;0;.;;;527;13;8;737;10131;45.0645162715666;7.70223116098923
AE;CORSO CASALE 357/A;0;0;;2008;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59389;35;.;N;;3564;72;7;0;10132;45.0846069863468;7.73093697035597
AE;CORSO CASALE 52;1;0;;2002;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62132;0;.;;;530;13;8;740;10131;45.0658768617561;7.70580283799562
AE;CORSO CIRIE' 33/E;0;0;;1966;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59538;30;.;;;465;12;7;0;10152;45.0831305327387;7.67862027766747
AE;CORSO CIRIE' 35/A;0;0;;1990;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60283;0;.;;;465;12;7;0;10152;45.083112571858;7.67867607803285
AE;CORSO CORSICA 26;0;0;;1991;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58225;0;.;;;2218;56;9;790;10134;45.0318155631696;7.65190117370414
AE;CORSO COSENZA 106/B;0;0;;1977;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58253;0;.;;;2913;55;2;0;10137;45.0395714062231;7.63540739129582
AE;CORSO COSENZA 123/C;0;0;;2002;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62155;0;.;;;2331;59;2;0;10137;45.0413298165682;7.63100189198683
AE;CORSO COSENZA 16/B;0;0;;2004;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62781;45;.;;;2915;55;2;0;10134;45.0338860424219;7.64524523324274
AE;CORSO COSENZA 24/A;0;0;;1969;6;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57895;26;.;;;2180;55;2;0;10134;45.0343325066863;7.64434203460647
AE;CORSO COSENZA 52/D;0;0;;1993;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60488;0;.;;;2179;55;2;0;10137;45.0358862625157;7.64169004924037
AE;CORSO DANTE 131;0;0;;1973;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;57935;25;.;;;3230;20;8;760;10126;45.0456598642681;7.68315330185052
AE;CORSO DANTE 17/A;0;0;;2011;11;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;117927;.;.;;;1234;28;1;0;10134;45.049022883713;7.668094431778
AE;CORSO DANTE 45;0;0;;1997;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61186;0;.;;;897;20;8;756;10126;45.0479391902578;7.67187634131615
AE;CORSO DANTE 49;0;0;;2002;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;62216;56;.;N;;897;20;8;756;10126;45.0478495452938;7.67234034482652
AE;CORSO DANTE 50;0;0;;2011;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;114212;52;.;;;903;20;8;762;10126;45.0475587970306;7.67211509907873
AE;CORSO DANTE 60;0;0;;1994;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60621;40;.;;;904;20;8;763;10126;45.0472080731457;7.67392336683462
AE;CORSO DANTE 79;0;0;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59397;0;.;;;901;20;8;759;10126;45.0468776696201;7.67684638453397
AE;CORSO DUCA DEGLI ABRUZZI 18;0;0;;2007;3;.;Acconciatori/estetisti;Estetica;Nessuna;;62223;100;.;N;;793;18;1;49;10129;45.0644612512619;7.66376320279723
AE;CORSO DUCA DEGLI ABRUZZI 18;0;0;;2009;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62223;100;.;N;;793;18;1;49;10129;45.0644612512619;7.66376320279723
AE;CORSO DUCA DEGLI ABRUZZI 39/C;1;0;;2010;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;110478;25;.;;;1156;26;1;0;10129;45.0592444534447;7.66083738577716
AE;CORSO DUCA DEGLI ABRUZZI 41;1;0;;1989;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59933;0;.;;;1156;26;1;57;10129;45.0591241286932;7.66075158098873
AE;CORSO DUCA DEGLI ABRUZZI 53/C;0;0;;2004;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62605;0;.;;;1163;26;1;0;10129;45.0576912626769;7.65972499555769
AE;CORSO DUCA DEGLI ABRUZZI 55/B;0;0;;1981;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58948;0;.;;;1163;26;1;0;10129;45.0574610951635;7.65956000882951
AE;CORSO DUCA DEGLI ABRUZZI 70/D;0;0;;2008;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59157;0;.;N;;1176;26;1;0;10129;45.056407882651;7.65800991294941
AE;CORSO DUCA DEGLI ABRUZZI 87/A;0;0;;1990;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59823;0;.;;;1190;26;1;0;10129;45.054210045682;7.65724418345309
AE;CORSO DUCA DEGLI ABRUZZI 91/A;0;0;;2006;9;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62967;70;.;N;;1190;26;1;0;10129;45.0540174314629;7.65710918498621
AE;CORSO DUCA DEGLI ABRUZZI 91/A;0;0;;2010;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;111366;42;.;;;1190;26;1;0;10129;45.0540174314629;7.65710918498621
AE;CORSO EMILIA 15/C;1;0;;1977;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58516;0;.;;;1099;24;7;0;10152;45.0838951989947;7.68467031497497
AE;CORSO EMILIA 26/A;0;0;;1991;11;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58241;0;.;;;1097;24;7;0;10152;45.0848127597344;7.68256091941837
AE;CORSO EMILIA 5/G;0;0;;2010;12;.;Acconciatori/estetisti;Acconciatori;Nessuna;;99566;30;.;N;;1100;24;7;0;10152;45.0832097142168;7.68667451771381
AE;CORSO EMILIA 5/H;0;0;;2010;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;112493;27;.;;;1100;24;7;0;10152;45.0832205801065;7.68664171541006
AE;CORSO EMILIA 7/C;0;0;;1989;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59554;0;.;;;1100;24;7;0;10152;45.0832767979787;7.68647206968591
AE;CORSO EMILIA 9/A;0;0;;1997;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61182;47;.;N;;1100;24;7;0;10152;45.0833131370067;7.68636243338788
AE;CORSO ENRICO DE NICOLA 64/B;0;0;;2007;2;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62912;70;.;N;;1195;26;1;0;10129;45.0524556525213;7.65636175641428
AE;CORSO ENRICO DE NICOLA 64/C;0;0;;2012;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;122073;66;.;;;1195;26;1;0;10129;45.0525110522105;7.65628625637945
AE;CORSO EUSEBIO GIAMBONE 1;0;0;;2001;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;117478;38;.;;;2217;56;9;787;10134;45.0328192924552;7.64721937419073
AE;CORSO EUSEBIO GIAMBONE 41;0;0;;1979;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59605;0;.;;;2218;56;9;788;10134;45.0316434579028;7.65109474148071
AE;CORSO EUSEBIO GIAMBONE 45;0;0;;1979;8;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59013;0;.;;;2218;56;9;788;10134;45.0315541418948;7.6513889083427
AE;CORSO EUSEBIO GIAMBONE 9 bis/A;0;0;;2002;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62146;80;.;;;2217;56;9;0;10134;45.0325777983471;7.64801569577793
AE;CORSO EUSEBIO GIAMBONE 9 bis/A;0;0;;2011;9;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;117001;80;.;;;2217;56;9;0;10134;45.0325777983471;7.64801569577793
AE;CORSO FILIPPO BRUNELLESCHI 4/C;0;0;;2001;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61875;0;.;N;;2058;51;3;0;10141;45.0741838435968;7.62332869952145
AE;CORSO FILIPPO BRUNELLESCHI 71/B;0;0;;2010;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;111369;73;.;;;2895;52;3;0;10141;45.0688727784659;7.62431038283948
AE;CORSO FILIPPO BRUNELLESCHI 80/B;0;0;;2006;7;.;Acconciatori/estetisti;Acconciatori;Nessuna;;61566;0;.;N;;2091;52;3;0;10141;45.0680380057077;7.62399999643246
AE;CORSO FILIPPO BRUNELLESCHI 80/C;0;0;;2008;7;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;105163;30;.;N;;2091;52;3;0;10141;45.0680074142312;7.62401613906223
AE;CORSO FILIPPO BRUNELLESCHI 84;0;0;;2006;10;.;Acconciatori/estetisti;Estetica;Nessuna;;62220;54;.;N;;2091;52;3;289;10141;45.0678265488426;7.6241115835861
AE;CORSO FILIPPO TURATI 24;0;0;;2009;3;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62830;70;.;N;;1221;27;1;72;10128;45.0530479726512;7.66874879109826
AE;CORSO FILIPPO TURATI 41/F;0;0;;2008;1;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59728;0;.;N;;1233;28;1;0;10128;45.0509689833911;7.66712046025512
AE;CORSO FILIPPO TURATI 7;0;0;;1993;6;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;60573;180;.;N;;1228;28;1;75;10128;45.0546608223641;7.67124679499859
AE;CORSO FIUME 2;1;0;;1982;10;ALTRO;Acconciatori/estetisti;Acconciatori/estetisti;Nessuna;;57914;110;.;;;605;15;8;744;10133;45.0573158851806;7.69342400609326
AE;CORSO FIUME 3/B;0;0;;1987;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;59317;0;.;;;602;15;8;0;10131;45.0576770145075;7.69375178633964
AE;CORSO FRANCESCO FERRUCCI 27;0;0;;1981;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58855;0;.;;;757;17;3;198;10138;45.073021023318;7.65608781110568
AE;CORSO FRANCESCO FERRUCCI 2/F;0;0;;1989;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58418;0;.;;;1360;31;3;0;10138;45.075320361714;7.65592453682189
AE;CORSO FRANCESCO FERRUCCI 2/G;0;0;;2009;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;108339;39;.;N;;1360;31;3;0;10138;45.0752857563558;7.65591895782423
AE;CORSO FRANCESCO FERRUCCI 34/A;0;0;;2003;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;62557;0;.;;;1431;33;3;0;10138;45.070383079169;7.65510994829308
AE;CORSO FRANCESCO FERRUCCI 34/A;0;0;;2010;10;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;113281;.;.;;;1431;33;3;0;10138;45.070383079169;7.65510994829308
AE;CORSO FRANCESCO FERRUCCI 40;1;0;;2009;12;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;110254;73;.;;;1438;33;3;226;10138;45.0696279109577;7.65498135823537
AE;CORSO FRANCESCO FERRUCCI 42/D;0;0;;1994;12;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60705;0;.;;;1438;33;3;0;10138;45.0694044701032;7.65494472995893
AE;CORSO FRANCESCO FERRUCCI 66/E;0;0;;2011;6;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62526;55;.;;;1450;33;3;0;10138;45.0668199201951;7.65471758955312
AE;CORSO FRANCESCO FERRUCCI 87;0;0;;1988;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60089;0;.;;;770;17bis;3;202;10138;45.0671624791644;7.65519727141348
AE;CORSO FRANCIA 104 int. 7;0;0;;2001;1;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61846;65;.;;;1304;29;4;363;10143;45.0765942909861;7.64978476765059
AE;CORSO FRANCIA 105/C;0;0;;1997;4;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61178;0;.;;;1355;31;3;0;10138;45.0756392922432;7.64998619145787
AE;CORSO FRANCIA 109;0;0;;2001;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61961;60;.;N;;1355;31;3;204;10138;45.0756186357735;7.64947103938766
AE;CORSO FRANCIA 111/E;0;0;;1993;7;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60486;0;.;;;1355;31;3;0;10138;45.075611625066;7.64929613622854
AE;CORSO FRANCIA 11 bis/E;0;0;;2010;5;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;113999;124;.;;;726;17;3;0;10138;45.0762455302379;7.66511519961156
AE;CORSO FRANCIA 11/D;0;0;;2006;9;.;Acconciatori/estetisti;Acconciatori;Nessuna;;59709;0;.;N;;726;17;3;0;10138;45.0762537713363;7.6653404519863
AE;CORSO FRANCIA 121/C;0;0;;2006;11;.;Acconciatori/estetisti;Acconciatori;Nessuna;;62827;0;.;N;;1365;31;3;0;10138;45.0755447048564;7.6476631383005
